Sample.ID,Date.Collected,Region,Population,MaterNAl_Family,Individual,GCLab,GCLad,SDab,SDad,SAIab,SAIad,BLOCK.POS,Family.Unique,Family.NonUnique,Block.ID
AB-LL.22.7,7/18/2016,Prairie,AB-LL,22,7,24,18.933333,143.2291667,169.2708333,2.578125001,3.204861054,7-M4,AB-LL_22,22,7
MB-MR.13.7,7/28/2016,M Alvar,MB-MR,13,7,24.333333,19.666667,169.2708333,208.3333333,3.089192665,4.097222291,7-F13,MB-MR_13,13,7
NAP-SCH.11.6,7/29/2016,GL Alvar,NAP-SCH,11,6,27,20.666667,234.375,234.375,4.74609375,4.843750078,6-N10,NAP-SCH_11,11,6
CAR-PSR.6.5,7/1/2016,GL Alvar,CAR-PSR,6,5,24,21,351.5625,247.3958333,6.328125,5.195312499,5-E3,CAR-PSR_6,6,5
MB-CRN.27.4,7/28/2016,M Alvar,MB-CRN,27,4,27.333333,21,195.3125,247.3958333,4.003906201,5.195312499,4-C15,MB-CRN_27,27,4
CAR-NBA.1.4,7/18/2016,GL Alvar,CAR-NBA,1,4,NA,21.333333,NA,208.3333333,NA,4.444444374,4-B10,CAR-NBA_1,1,4
MI-DRI.25.5,7/29/2016,GL Alvar,MI-DRI,25,5,22.666667,21.666667,312.5,182.2916667,5.312500078,3.949652839,5-J16,MI-DRI_25,25,5
MB-MR.19.6,7/28/2016,M Alvar,MB-MR,19,6,26.666667,21.666667,156.25,247.3958333,3.125000039,5.360243137,6-M3,MB-MR_19,19,6
CAR-NBA.7.5,7/21/2016,GL Alvar,CAR-NBA,7,5,25.333333,22,455.7291667,351.5625,8.658854053,7.734375,5-D13,CAR-NBA_7,7,5
CAR-PSR.31.11,7/3/2016,GL Alvar,CAR-PSR,31,11,26,22,299.4791667,208.3333333,5.839843751,4.583333333,11-M3,CAR-PSR_31,31,11
AB-LL.12.2,7/16/2016,Prairie,AB-LL,12,2,28.666667,22,156.25,182.2916667,3.359375039,4.010416667,2-N7,AB-LL_12,12,2
MAN-KIP.28.1,7/27/2016,GL Alvar,MAN-KIP,28,1,25.666667,22.333333,221.3541667,182.2916667,4.261067764,4.071180496,1-H5,MAN-KIP_28,28,1
MAN-KIP.16.5,7/27/2016,GL Alvar,MAN-KIP,16,5,23,22.666667,364.5833333,143.2291667,6.289062499,3.246527826,5-M5,MAN-KIP_16,16,5
MB-MR.21.4,7/6/2016,M Alvar,MB-MR,21,4,23.333333,22.666667,520.8333333,260.4166667,9.114583203,5.902777865,4-I12,MB-MR_21,21,4
CAR-NBA.10.2,7/19/2016,GL Alvar,CAR-NBA,10,2,27,22.666667,286.4583333,260.4166667,5.800781249,5.902777865,2-M14,CAR-NBA_10,10,2
MB-CRN.10.8,7/28/2016,M Alvar,MB-CRN,10,8,29,22.666667,221.3541667,169.2708333,4.814453126,3.836805611,8-C16,MB-CRN_10,10,8
CAR-PSR.31.4,7/3/2016,GL Alvar,CAR-PSR,31,4,NA,22.666667,NA,195.3125,NA,4.427083398,4-G10,CAR-PSR_31,31,4
CAR-PSR.10.12,7/22/2016,GL Alvar,CAR-PSR,10,12,23.666667,23,338.5416667,195.3125,6.009114669,4.4921875,12-B14,CAR-PSR_10,10,12
MB-MR.21.6,7/6/2016,M Alvar,MB-MR,21,6,25,23,286.4583333,208.3333333,5.371093749,4.791666666,6-B14,MB-MR_21,21,6
CAR-NBA.1.9,7/18/2016,GL Alvar,CAR-NBA,1,9,25.333333,23,325.5208333,221.3541667,6.184895751,5.091145834,9-D3,CAR-NBA_1,1,9
NAP-CE.24.9,7/29/2016,GL Alvar,NAP-CE,24,9,26.333333,23,351.5625,221.3541667,6.943359287,5.091145834,9-B10,NAP-CE_24,24,9
CAR-NBA.1.3,7/18/2016,GL Alvar,CAR-NBA,1,3,24.333333,23.333333,221.3541667,221.3541667,4.039713487,5.164930483,3-E14,CAR-NBA_1,1,3
MB-CRN.21.8,7/28/2016,M Alvar,MB-CRN,21,8,25,23.333333,234.375,143.2291667,4.39453125,3.342013842,8-F5,MB-CRN_21,21,8
CAR-PSR.6.10,7/1/2016,GL Alvar,CAR-PSR,6,10,25.333333,23.333333,351.5625,143.2291667,6.679687412,3.342013842,10-L5,CAR-PSR_6,6,10
CAR-PSR.31.12,7/3/2016,GL Alvar,CAR-PSR,31,12,NA,23.333333,NA,182.2916667,NA,4.253472162,12-G14,CAR-PSR_31,31,12
MAN-KIP.28.9,7/27/2016,GL Alvar,MAN-KIP,28,9,NA,23.333333,NA,156.25,NA,3.645833281,9-D11,MAN-KIP_28,28,9
CAR-NBA.12.8,7/20/2016,GL Alvar,CAR-NBA,12,8,19.666667,23.666667,325.5208333,169.2708333,4.801432373,4.006076445,8-H12,CAR-NBA_12,12,8
CAR-PSR.10.9,7/22/2016,GL Alvar,CAR-PSR,10,9,25,23.666667,325.5208333,208.3333333,6.103515624,4.930555624,9-A16,CAR-PSR_10,10,9
MAN-KIP.15.2,7/27/2016,GL Alvar,MAN-KIP,15,2,25.666667,23.666667,403.6458333,208.3333333,7.770182392,4.930555624,2-N14,MAN-KIP_15,15,2
WNY-CB.2.10,7/5/2016,GL Alvar,WNY-CB,2,10,26.333333,23.666667,364.5833333,273.4375,7.200520742,6.471354258,10-A13,WNY-CB_2,2,10
MAN-LCI.15.9,7/26/2016,GL Alvar,MAN-LCI,15,9,27.666667,23.666667,273.4375,195.3125,5.673828193,4.622395898,9-B11,MAN-LCI_15,15,9
NAP-SCH.11.4,7/29/2016,GL Alvar,NAP-SCH,11,4,28.333333,23.666667,299.4791667,234.375,6.363932218,5.546875078,4-G4,NAP-SCH_11,11,4
MB-CRN.10.3,7/28/2016,M Alvar,MB-CRN,10,3,29,23.666667,260.4166667,169.2708333,5.664062501,4.006076445,3-L12,MB-CRN_10,10,3
CAR-PSR.31.2,7/3/2016,GL Alvar,CAR-PSR,31,2,NA,23.666667,NA,234.375,NA,5.546875078,2-G7,CAR-PSR_31,31,2
MB-MR.13.1,7/28/2016,M Alvar,MB-MR,13,1,NA,23.666667,195.3125,221.3541667,NA,5.238715352,1-J8,MB-MR_13,13,1
CAR-PSR.31.8,7/3/2016,GL Alvar,CAR-PSR,31,8,22,24,416.6666667,130.2083333,6.875000001,3.124999999,8-H14,CAR-PSR_31,31,8
CAR-PSR.31.9,7/3/2016,GL Alvar,CAR-PSR,31,9,22,24,312.5,156.25,5.15625,3.75,9-H13,CAR-PSR_31,31,9
CAR-PSR.31.5,7/3/2016,GL Alvar,CAR-PSR,31,5,24,24,377.6041667,221.3541667,6.796875001,5.312500001,5-J10,CAR-PSR_31,31,5
MAN-KIP.11.5,7/27/2016,GL Alvar,MAN-KIP,11,5,24.333333,24,273.4375,130.2083333,4.990234307,3.124999999,5-N14,MAN-KIP_11,11,5
NAP-CE.7.11,6/27/2016,GL Alvar,NAP-CE,7,11,24.333333,24,221.3541667,273.4375,4.039713487,6.5625,11-M5,NAP-CE_7,7,11
MAN-KIP.16.6,7/27/2016,GL Alvar,MAN-KIP,16,6,24.666667,24,260.4166667,195.3125,4.817708399,4.6875,6-C2,MAN-KIP_16,16,6
CAR-NBA.1.2,7/18/2016,GL Alvar,CAR-NBA,1,2,25,24,286.4583333,234.375,5.371093749,5.625,2-B4,CAR-NBA_1,1,2
MAN-LCI.15.10,7/26/2016,GL Alvar,MAN-LCI,15,10,25,24,312.5,195.3125,5.859375,4.6875,10-I7,MAN-LCI_15,15,10
CAR-NBA.7.11,7/21/2016,GL Alvar,CAR-NBA,7,11,25.333333,24,208.3333333,182.2916667,3.958333281,4.375000001,11-C15,CAR-NBA_7,7,11
CAR-PSR.10.2,7/22/2016,GL Alvar,CAR-PSR,10,2,25.333333,24,390.625,156.25,7.421874902,3.75,2-L5,CAR-PSR_10,10,2
CAR-PSR.31.10,7/3/2016,GL Alvar,CAR-PSR,31,10,25.333333,24,390.625,312.5,7.421874902,7.5,10-D4,CAR-PSR_31,31,10
NAP-SCH.11.5,7/29/2016,GL Alvar,NAP-SCH,11,5,25.666667,24,260.4166667,156.25,5.013020899,3.75,5-C5,NAP-SCH_11,11,5
CAR-NBA.10.10,7/19/2016,GL Alvar,CAR-NBA,10,10,26,24,234.375,234.375,4.5703125,5.625,10-F10,CAR-NBA_10,10,10
CAR-NBA.7.3,7/21/2016,GL Alvar,CAR-NBA,7,3,26,24,260.4166667,182.2916667,5.078125001,4.375000001,3-K10,CAR-NBA_7,7,3
SD-MUD.15.2,7/30/2016,Prairie,SD-MUD,15,2,26,24,390.625,221.3541667,7.6171875,5.312500001,2-L4,SD-MUD_15,15,2
CAR-PSR.31.3,7/3/2016,GL Alvar,CAR-PSR,31,3,26.333333,24,377.6041667,182.2916667,7.457682198,4.375000001,3-E8,CAR-PSR_31,31,3
WNY-CB.23.3,7/30/2016,GL Alvar,WNY-CB,23,3,27,24,234.375,195.3125,4.74609375,4.6875,3-H8,WNY-CB_23,23,3
NAP-CE.7.7,6/24/2016,GL Alvar,NAP-CE,7,7,27.333333,24,260.4166667,195.3125,5.338541602,4.6875,7-F11,NAP-CE_7,7,7
WNY-CB.2.6,7/5/2016,GL Alvar,WNY-CB,2,6,27.333333,24,403.6458333,221.3541667,8.274739482,5.312500001,6-G14,WNY-CB_2,2,6
MI-DRI.5.7,6/28/2016,GL Alvar,MI-DRI,5,7,28.333333,24,273.4375,156.25,5.810546807,3.75,7-B6,MI-DRI_5,5,7
WA-BLK.24,7/12/2016,Prairie,WA-BLK,24,NA,28.333333,24,130.2083333,91.14583333,2.76692705,2.1875,12-N4,WA-BLK_NA,NA,12
CAR-NBA.12.2,7/20/2016,GL Alvar,CAR-NBA,12,2,NA,24,260.4166667,143.2291667,NA,3.437500001,2-H4,CAR-NBA_12,12,2
CAR-NBA.1.6,7/18/2016,GL Alvar,CAR-NBA,1,6,23.666667,24.333333,364.5833333,260.4166667,6.471354257,6.33680547,6-B5,CAR-NBA_1,1,6
CAR-NBA.7.4,7/21/2016,GL Alvar,CAR-NBA,7,4,25,24.333333,403.6458333,234.375,7.568359374,5.703124922,4-G7,CAR-NBA_7,7,4
MAN-KIP.37.1,7/27/2016,GL Alvar,MAN-KIP,37,1,25,24.333333,234.375,247.3958333,4.39453125,6.019965195,1-E5,MAN-KIP_37,37,1
NAP-SCH.9.2,7/29/2016,GL Alvar,NAP-SCH,9,2,25,24.333333,286.4583333,208.3333333,5.371093749,5.069444374,2-N15,NAP-SCH_9,9,2
CAR-NBA.4.8,7/21/2016,GL Alvar,CAR-NBA,4,8,25.333333,24.333333,234.375,260.4166667,4.453124941,6.33680547,8-N10,CAR-NBA_4,4,8
CAR-PSR.6.1,7/1/2016,GL Alvar,CAR-PSR,6,1,26,24.333333,468.75,234.375,9.140625,5.703124922,1-K8,CAR-PSR_6,6,1
MAN-KIP.11.2,7/27/2016,GL Alvar,MAN-KIP,11,2,26,24.333333,247.3958333,208.3333333,4.824218749,5.069444374,2-I11,MAN-KIP_11,11,2
CAR-NBA.3.8,7/21/2016,GL Alvar,CAR-NBA,3,8,26.333333,24.333333,221.3541667,156.25,4.371744737,3.802083281,8-B4,CAR-NBA_3,3,8
MAN-KIP.24.3,7/27/2016,GL Alvar,MAN-KIP,24,3,26.333333,24.333333,247.3958333,195.3125,4.886067646,4.752604102,3-E10,MAN-KIP_24,24,3
CAR-NBA.8.7,7/21/2016,GL Alvar,CAR-NBA,8,7,26.666667,24.333333,273.4375,286.4583333,5.468750068,6.970486015,7-N14,CAR-NBA_8,8,7
MB-MR.38.7,7/6/2016,M Alvar,MB-MR,38,7,26.666667,24.333333,195.3125,143.2291667,3.906250049,3.485243009,7-B16,MB-MR_38,38,7
ND-BSP.29.3,6/28/2016,Prairie,ND-BSP,29,3,26.666667,24.333333,221.3541667,260.4166667,4.427083389,6.33680547,3-F15,ND-BSP_29,29,3
CAR-NBA.3.7,7/21/2016,GL Alvar,CAR-NBA,3,7,27,24.333333,221.3541667,208.3333333,4.482421876,5.069444374,7-E11,CAR-NBA_3,3,7
MI-DRI.2.6,7/29/2016,GL Alvar,MI-DRI,2,6,27.333333,24.333333,221.3541667,143.2291667,4.537760362,3.485243009,6-D11,MI-DRI_2,2,6
MAN-FOX.29.10,7/27/2016,GL Alvar,MAN-FOX,29,10,27.666667,24.333333,208.3333333,182.2916667,4.322916718,4.435763829,10-G12,MAN-FOX_29,29,10
MAN-LCI.11.6,7/27/2016,GL Alvar,MAN-LCI,11,6,28,24.333333,260.4166667,169.2708333,5.468750001,4.118923554,6-L16,MAN-LCI_11,11,6
CAR-NBA.8.4,7/21/2016,GL Alvar,CAR-NBA,8,4,28.333333,24.333333,234.375,208.3333333,4.980468691,5.069444374,4-B4,CAR-NBA_8,8,4
MAN-LCI.12.2,7/27/2016,GL Alvar,MAN-LCI,12,2,28.333333,24.333333,221.3541667,143.2291667,4.703775987,3.485243009,2-F8,MAN-LCI_12,12,2
MB-CRN.29.10,7/7/2016,M Alvar,MB-CRN,29,10,28.333333,24.333333,208.3333333,208.3333333,4.427083281,5.069444374,10-L3,MB-CRN_29,29,10
CAR-PSR.6.8,7/1/2016,GL Alvar,CAR-PSR,6,8,28.666667,24.333333,169.2708333,208.3333333,3.639322958,5.069444374,8-C6,CAR-PSR_6,6,8
MAN-LCI.15.7,7/26/2016,GL Alvar,MAN-LCI,15,7,29.666667,24.333333,221.3541667,143.2291667,4.925130264,3.485243009,7-C2,MAN-LCI_15,15,7
WNY-CB.18.1,7/30/2016,GL Alvar,WNY-CB,18,1,29.666667,24.333333,221.3541667,208.3333333,4.925130264,5.069444374,1-F6,WNY-CB_18,18,1
CAR-NBA.12.3,7/20/2016,GL Alvar,CAR-NBA,12,3,NA,24.333333,NA,169.2708333,NA,4.118923554,3-J2,CAR-NBA_12,12,3
MB-CRN.2.11,7/7/2016,M Alvar,MB-CRN,2,11,23.666667,24.666667,390.625,234.375,6.933593848,5.781250078,11-I3,MB-CRN_2,2,11
NAP-CE.24.8,7/29/2016,GL Alvar,NAP-CE,24,8,25.666667,24.666667,286.4583333,221.3541667,5.514322988,5.460069519,8-I12,NAP-CE_24,24,8
NAP-CE.19.10,7/29/2016,GL Alvar,NAP-CE,19,10,26.333333,24.666667,221.3541667,208.3333333,4.371744737,5.138888958,10-L6,NAP-CE_19,19,10
ND-BSP.25.3,7/1/2016,Prairie,ND-BSP,25,3,27,24.666667,260.4166667,182.2916667,5.273437501,4.496527839,3-G14,ND-BSP_25,25,3
MB-MR.25.8,7/29/2016,M Alvar,MB-MR,25,8,27.333333,24.666667,299.4791667,234.375,6.139322842,5.781250078,8-D14,MB-MR_25,25,8
MB-MR.38.5,7/6/2016,M Alvar,MB-MR,38,5,27.333333,24.666667,117.1875,195.3125,2.402343721,4.817708398,5-B16,MB-MR_38,38,5
MAN-LCI.15.4,7/25/2016,GL Alvar,MAN-LCI,15,4,27.666667,24.666667,208.3333333,104.1666667,4.322916718,2.56944448,4-G3,MAN-LCI_15,15,4
MB-CRN.2.2,7/6/2016,M Alvar,MB-CRN,2,2,27.666667,24.666667,221.3541667,195.3125,4.593099014,4.817708398,2-B13,MB-CRN_2,2,2
NAP-CE.7.5,6/24/2016,GL Alvar,NAP-CE,7,5,27.666667,24.666667,351.5625,169.2708333,7.294921963,4.175347278,5-J13,NAP-CE_7,7,5
WNY-CB.10.1,7/5/2016,GL Alvar,WNY-CB,10,1,27.666667,24.666667,338.5416667,247.3958333,7.024739669,6.102430637,1-N11,WNY-CB_10,10,1
CAR-NBA.8.8,7/21/2016,GL Alvar,CAR-NBA,8,8,28.333333,24.666667,195.3125,351.5625,4.150390576,8.671875117,8-L3,CAR-NBA_8,8,8
MAN-KIP.15.3,7/27/2016,GL Alvar,MAN-KIP,15,3,28.666667,24.666667,273.4375,169.2708333,5.878906318,4.175347278,3-B8,MAN-KIP_15,15,3
MAN-MIS.20.3,7/28/2016,GL Alvar,MAN-MIS,20,3,28.666667,24.666667,325.5208333,286.4583333,6.998697997,7.065972317,3-B10,MAN-MIS_20,20,3
MAN-LCI.3.6,7/28/2016,GL Alvar,MAN-LCI,3,6,29.333333,24.666667,182.2916667,195.3125,4.010416622,4.817708398,6-K14,MAN-LCI_3,3,6
SD-MUD.23.9,7/10/2016,Prairie,SD-MUD,23,9,29.333333,24.666667,182.2916667,169.2708333,4.010416622,4.175347278,9-J7,SD-MUD_23,23,9
MAN-FOX.17.7,7/27/2016,GL Alvar,MAN-FOX,17,7,29.666667,24.666667,195.3125,208.3333333,4.345703174,5.138888958,7-I13,MAN-FOX_17,17,7
CAR-PSR.23.6,7/26/2016,GL Alvar,CAR-PSR,23,6,NA,24.666667,NA,117.1875,NA,2.890625039,6-F14,CAR-PSR_23,23,6
MAN-KIP.28.7,7/27/2016,GL Alvar,MAN-KIP,28,7,NA,24.666667,NA,234.375,NA,5.781250078,7-L3,MAN-KIP_28,28,7
MB-MR.21.12,7/6/2016,M Alvar,MB-MR,21,12,NA,24.666667,NA,299.4791667,NA,7.387152878,12-D12,MB-MR_21,21,12
WNY-CB.10.10,7/5/2016,GL Alvar,WNY-CB,10,10,NA,24.666667,NA,208.3333333,NA,5.138888958,10-C6,WNY-CB_10,10,10
CAR-NBA.10.5,7/19/2016,GL Alvar,CAR-NBA,10,5,22.666667,25,390.625,351.5625,6.640625098,8.7890625,5-J2,CAR-NBA_10,10,5
MB-MR.25.7,7/29/2016,M Alvar,MB-MR,25,7,24.333333,25,247.3958333,247.3958333,4.514973896,6.184895833,7-F5,MB-MR_25,25,7
NAP-SCH.20.3,7/29/2016,GL Alvar,NAP-SCH,20,3,25.333333,25,286.4583333,156.25,5.442708261,3.90625,3-N10,NAP-SCH_20,20,3
MAN-KIP.11.3,7/27/2016,GL Alvar,MAN-KIP,11,3,25.666667,25,247.3958333,221.3541667,4.762369853,5.533854168,3-C7,MAN-KIP_11,11,3
MB-MR.13.3,7/28/2016,M Alvar,MB-MR,13,3,25.666667,25,247.3958333,247.3958333,4.762369853,6.184895833,3-B11,MB-MR_13,13,3
NAP-CE.7.10,6/24/2016,GL Alvar,NAP-CE,7,10,26,25,390.625,169.2708333,7.6171875,4.231770833,10-A6,NAP-CE_7,7,10
CAR-NBA.8.9,7/21/2016,GL Alvar,CAR-NBA,8,9,26.333333,25,208.3333333,338.5416667,4.114583281,8.463541668,9-F8,CAR-NBA_8,8,9
MAN-KIP.28.4,7/27/2016,GL Alvar,MAN-KIP,28,4,26.333333,25,247.3958333,234.375,4.886067646,5.859375,4-N5,MAN-KIP_28,28,4
MB-MR.25.5,7/29/2016,M Alvar,MB-MR,25,5,26.333333,25,273.4375,182.2916667,5.400390557,4.557291668,5-H11,MB-MR_25,25,5
MB-CRN.17.5,7/28/2016,M Alvar,MB-CRN,17,5,26.666667,25,208.3333333,247.3958333,4.166666718,6.184895833,5-D8,MB-CRN_17,17,5
NAP-CE.33.5,6/27/2016,GL Alvar,NAP-CE,33,5,27,25,416.6666667,208.3333333,8.437500001,5.208333333,5-I3,NAP-CE_33,33,5
MAN-FOX.3.5,7/27/2016,GL Alvar,MAN-FOX,3,5,27.333333,25,195.3125,143.2291667,4.003906201,3.580729168,5-B13,MAN-FOX_3,3,5
MB-CRN.17.4,7/28/2016,M Alvar,MB-CRN,17,4,27.333333,25,286.4583333,221.3541667,5.872395761,5.533854168,4-M3,MB-CRN_17,17,4
MB-MR.13.4,7/28/2016,M Alvar,MB-MR,13,4,27.666667,25,156.25,156.25,3.242187539,3.90625,4-N12,MB-MR_13,13,4
CAR-PSR.10.4,7/22/2016,GL Alvar,CAR-PSR,10,4,28,25,247.3958333,247.3958333,5.195312499,6.184895833,4-C7,CAR-PSR_10,10,4
MB-CRN.21.4,7/28/2016,M Alvar,MB-CRN,21,4,28,25,234.375,234.375,4.921875,5.859375,4-N4,MB-CRN_21,21,4
MB-MR.2.9,7/29/2016,M Alvar,MB-MR,2,9,28.333333,25,286.4583333,351.5625,6.087239511,8.7890625,9-N12,MB-MR_2,2,9
MN-PMG.1,7/10/2016,Prairie,MN-PMG,1,NA,28.333333,25,182.2916667,143.2291667,3.873697872,3.580729168,1-I15,MN-PMG_NA,NA,1
SD-PMG.7,7/10/2016,Prairie,SD-PMG,7,NA,28.666667,25,221.3541667,182.2916667,4.759114639,4.557291668,7-G12,SD-PMG_NA,NA,7
MAN-LCI.12.6,7/27/2016,GL Alvar,MAN-LCI,12,6,29,25,156.25,169.2708333,3.3984375,4.231770833,6-F5,MAN-LCI_12,12,6
MB-MR.38.3,7/6/2016,M Alvar,MB-MR,38,3,NA,25,NA,169.2708333,NA,4.231770833,3-D14,MB-MR_38,38,3
NAP-CE.33.11,6/27/2016,GL Alvar,NAP-CE,33,11,NA,25,NA,234.375,NA,5.859375,11-D12,NAP-CE_33,33,11
WNY-CB.10.7,7/5/2016,GL Alvar,WNY-CB,10,7,NA,25,NA,182.2916667,NA,4.557291668,7-D10,WNY-CB_10,10,7
WNY-CB.18.3,7/30/2016,GL Alvar,WNY-CB,18,3,NA,25,182.2916667,169.2708333,NA,4.231770833,3-H6,WNY-CB_18,18,3
SD-MUD.23.3,7/10/2016,Prairie,SD-MUD,23,3,24,25.333333,364.5833333,182.2916667,6.562499999,4.618055496,3-C12,SD-MUD_23,23,3
MB-CRN.21.2,7/28/2016,M Alvar,MB-CRN,21,2,24.666667,25.333333,312.5,208.3333333,5.781250078,5.277777707,2-D13,MB-CRN_21,21,2
CAR-PSR.10.6,7/22/2016,GL Alvar,CAR-PSR,10,6,25,25.333333,364.5833333,234.375,6.835937499,5.937499922,6-J14,CAR-PSR_10,10,6
MB-MR.38.6,7/6/2016,M Alvar,MB-MR,38,6,25,25.333333,247.3958333,182.2916667,4.638671874,4.618055496,6-E10,MB-MR_38,38,6
WNY-CB.23.8,7/23/2016,GL Alvar,WNY-CB,23,8,25,25.333333,182.2916667,169.2708333,3.417968751,4.288194387,8-N8,WNY-CB_23,23,8
CAR-NBA.1.5,7/18/2016,GL Alvar,CAR-NBA,1,5,25.333333,25.333333,234.375,247.3958333,4.453124941,6.267361028,5-D10,CAR-NBA_1,1,5
MAN-LCI.11.7,7/27/2016,GL Alvar,MAN-LCI,11,7,25.333333,25.333333,364.5833333,208.3333333,6.927083242,5.277777707,7-A14,MAN-LCI_11,11,7
MAN-KIP.16.4,7/27/2016,GL Alvar,MAN-KIP,16,4,25.666667,25.333333,299.4791667,143.2291667,5.764974034,3.628472175,4-N8,MAN-KIP_16,16,4
CAR-NBA.21.7,7/20/2016,GL Alvar,CAR-NBA,21,7,26,25.333333,234.375,130.2083333,4.5703125,3.298611067,7-N5,CAR-NBA_21,21,7
MAN-FOX.29.5,7/27/2016,GL Alvar,MAN-FOX,29,5,26,25.333333,234.375,208.3333333,4.5703125,5.277777707,5-A5,MAN-FOX_29,29,5
MAN-MIS.11.3,7/28/2016,GL Alvar,MAN-MIS,11,3,26.666667,25.333333,299.4791667,247.3958333,5.989583409,6.267361028,3-C8,MAN-MIS_11,11,3
MB-CRN.17.9,7/28/2016,M Alvar,MB-CRN,17,9,26.666667,25.333333,247.3958333,260.4166667,4.947916728,6.597222136,9-G7,MB-CRN_17,17,9
NAP-SCH.20.5,7/29/2016,GL Alvar,NAP-SCH,20,5,26.666667,25.333333,221.3541667,130.2083333,4.427083389,3.298611067,5-H2,NAP-SCH_20,20,5
MAN-FOX.18.4,7/27/2016,GL Alvar,MAN-FOX,18,4,27,25.333333,208.3333333,195.3125,4.218749999,4.947916602,4-H2,MAN-FOX_18,18,4
NAP-SCH.11.7,7/29/2016,GL Alvar,NAP-SCH,11,7,27.333333,25.333333,351.5625,182.2916667,7.207031162,4.618055496,7-A6,NAP-SCH_11,11,7
MB-CRN.2.12,7/7/2016,M Alvar,MB-CRN,2,12,27.666667,25.333333,221.3541667,182.2916667,4.593099014,4.618055496,12-G8,MB-CRN_2,2,12
SD-MUD.6.2,7/8/2016,Prairie,SD-MUD,6,2,27.666667,25.333333,221.3541667,182.2916667,4.593099014,4.618055496,2-A6,SD-MUD_6,6,2
MAN-LCI.3.4,7/28/2016,GL Alvar,MAN-LCI,3,4,28,25.333333,260.4166667,221.3541667,5.468750001,5.607638816,4-H12,MAN-LCI_3,3,4
SD-MUD.10.2,7/30/2016,Prairie,SD-MUD,10,2,28,25.333333,260.4166667,182.2916667,5.468750001,4.618055496,2-B14,SD-MUD_10,10,2
SD-MUD.10.6,7/30/2016,Prairie,SD-MUD,10,6,28,25.333333,247.3958333,247.3958333,5.195312499,6.267361028,6-D12,SD-MUD_10,10,6
AB-LL.12.6,7/16/2016,Prairie,AB-LL,12,6,28.333333,25.333333,130.2083333,130.2083333,2.76692705,3.298611067,6-L15,AB-LL_12,12,6
MI-DRI.13.12,7/25/2016,GL Alvar,MI-DRI,13,12,28.333333,25.333333,273.4375,130.2083333,5.810546807,3.298611067,12-I6,MI-DRI_13,13,12
WNY-CB.23.9,7/30/2016,GL Alvar,WNY-CB,23,9,28.333333,25.333333,169.2708333,182.2916667,3.597005165,4.618055496,9-K11,WNY-CB_23,23,9
CAR-PSR.7.5,7/27/2016,GL Alvar,CAR-PSR,7,5,28.666667,25.333333,338.5416667,247.3958333,7.278645919,6.267361028,5-E4,CAR-PSR_7,7,5
NAP-SCH.9.5,7/29/2016,GL Alvar,NAP-SCH,9,5,29,25.333333,234.375,208.3333333,5.09765625,5.277777707,5-B4,NAP-SCH_9,9,5
CAR-PSR.12.7,7/22/2016,GL Alvar,CAR-PSR,12,7,NA,25.333333,NA,208.3333333,NA,5.277777707,7-E7,CAR-PSR_12,12,7
MB-MR.25.6,7/29/2016,M Alvar,MB-MR,25,6,NA,25.333333,NA,169.2708333,NA,4.288194387,6-N16,MB-MR_25,25,6
AB-LL.13.9,7/18/2016,Prairie,AB-LL,13,9,22.666667,25.666667,182.2916667,104.1666667,3.098958379,2.673611147,9-E3,AB-LL_13,13,9
