Sample.ID,Date.Collected,Region,Population,MaterNAl_Family,Individual,GCLab,GCLad,SDab,SDad,SAIab,SAIad,BLOCK.POS,Family.Unique,Family.NonUnique,Block.ID
WNY-CB.28.7,7/30/2016,GL Alvar,WNY-CB,28,7,30,27,195.3125,143.2291667,4.39453125,3.867187501,7-E13,WNY-CB_28,28,7
MAN-MIS.27.3,7/28/2016,GL Alvar,MAN-MIS,27,3,NA,27,NA,273.4375,NA,7.3828125,3-D10,MAN-MIS_27,27,3
MAN-FOX.3.1,7/27/2016,GL Alvar,MAN-FOX,3,1,25.333333,27.333333,234.375,156.25,4.453124941,4.270833281,1-F11,MAN-FOX_3,3,1
NAP-CE.29.6,7/30/2016,GL Alvar,NAP-CE,29,6,25.333333,27.333333,208.3333333,182.2916667,3.958333281,4.982638829,6-E6,NAP-CE_29,29,6
NAP-CE.33.8,6/27/2016,GL Alvar,NAP-CE,33,8,25.333333,27.333333,260.4166667,195.3125,4.947916602,5.338541602,8-B14,NAP-CE_33,33,8
NAP-CE.7.12,6/27/2016,GL Alvar,NAP-CE,7,12,25.333333,27.333333,247.3958333,169.2708333,4.700520771,4.626736054,12-H6,NAP-CE_7,7,12
MAN-FOX.29.9,7/27/2016,GL Alvar,MAN-FOX,29,9,25.666667,27.333333,325.5208333,195.3125,6.266276122,5.338541602,9-J5,MAN-FOX_29,29,9
MAN-MIS.27.6,7/28/2016,GL Alvar,MAN-MIS,27,6,25.666667,27.333333,351.5625,247.3958333,6.767578213,6.762152694,6-A14,MAN-MIS_27,27,6
MB-CRN.29.11,7/7/2016,M Alvar,MB-CRN,29,11,26,27.333333,273.4375,208.3333333,5.33203125,5.694444374,11-G10,MB-CRN_29,29,11
MAN-MIS.32.2,7/28/2016,GL Alvar,MAN-MIS,32,2,26.333333,27.333333,208.3333333,104.1666667,4.114583281,2.847222188,2-C15,MAN-MIS_32,32,2
MI-DRI.13.9,7/26/2016,GL Alvar,MI-DRI,13,9,26.333333,27.333333,195.3125,78.125,3.857421826,2.135416641,9-F15,MI-DRI_13,13,9
NAP-SCH.20.4,7/29/2016,GL Alvar,NAP-SCH,20,4,26.333333,27.333333,195.3125,156.25,3.857421826,4.270833281,4-B16,NAP-SCH_20,20,4
MAN-KIP.37.5,7/27/2016,GL Alvar,MAN-KIP,37,5,26.666667,27.333333,247.3958333,195.3125,4.947916728,5.338541602,5-N16,MAN-KIP_37,37,5
SD-MUD.6.6,7/8/2016,Prairie,SD-MUD,6,6,26.666667,27.333333,260.4166667,130.2083333,5.208333399,3.559027733,6-C10,SD-MUD_6,6,6
CAR-PSR.6.7,7/1/2016,GL Alvar,CAR-PSR,6,7,27.333333,27.333333,351.5625,273.4375,7.207031162,7.473958242,7-G7,CAR-PSR_6,6,7
MAN-LCI.3.2,7/28/2016,GL Alvar,MAN-LCI,3,2,27.333333,27.333333,169.2708333,143.2291667,3.47005204,3.914930509,2-C7,MAN-LCI_3,3,2
MB-MR.38.1,7/6/2016,M Alvar,MB-MR,38,1,27.333333,27.333333,221.3541667,104.1666667,4.537760362,2.847222188,1-K11,MB-MR_38,38,1
WNY-CB.10.9,7/5/2016,GL Alvar,WNY-CB,10,9,27.333333,27.333333,221.3541667,169.2708333,4.537760362,4.626736054,9-I11,WNY-CB_10,10,9
NAP-CE.7.9,6/24/2016,GL Alvar,NAP-CE,7,9,27.666667,27.333333,338.5416667,182.2916667,7.024739669,4.982638829,9-I14,NAP-CE_7,7,9
NAP-SCH.23.7,7/29/2016,GL Alvar,NAP-SCH,23,7,27.666667,27.333333,286.4583333,130.2083333,5.944010488,3.559027733,7-C16,NAP-SCH_23,23,7
WNY-CB.18.9,7/30/2016,GL Alvar,WNY-CB,18,9,27.666667,27.333333,195.3125,182.2916667,4.052734424,4.982638829,9-M15,WNY-CB_18,18,9
SD-MUD.15.4,7/30/2016,Prairie,SD-MUD,15,4,28,27.333333,169.2708333,169.2708333,3.554687499,4.626736054,4-D11,SD-MUD_15,15,4
MAN-KIP.11.1,7/27/2016,GL Alvar,MAN-KIP,11,1,28.333333,27.333333,182.2916667,143.2291667,3.873697872,3.914930509,1-H4,MAN-KIP_11,11,1
MB-CRN.17.8,7/28/2016,M Alvar,MB-CRN,17,8,28.333333,27.333333,221.3541667,208.3333333,4.703775987,5.694444374,8-G15,MB-CRN_17,17,8
NAP-SCH.17.8,7/29/2016,GL Alvar,NAP-SCH,17,8,28.333333,27.333333,364.5833333,91.14583333,7.747395741,2.491319414,8-D10,NAP-SCH_17,17,8
NAP-CE.33.12,6/27/2016,GL Alvar,NAP-CE,33,12,29,27.333333,143.2291667,182.2916667,3.115234376,4.982638829,12-G5,NAP-CE_33,33,12
SD-MUD.19.1,7/30/2016,Prairie,SD-MUD,19,1,29,27.333333,208.3333333,143.2291667,4.531249999,3.914930509,1-M16,SD-MUD_19,19,1
SD-MUD.6.1,7/8/2016,Prairie,SD-MUD,6,1,29,27.333333,208.3333333,234.375,4.531249999,6.406249922,1-A15,SD-MUD_6,6,1
SD-MUD.10.5,7/30/2016,Prairie,SD-MUD,10,5,29.333333,27.333333,195.3125,130.2083333,4.296874951,3.559027733,5-K5,SD-MUD_10,10,5
ND-BSP.22.9,7/30/2016,Prairie,ND-BSP,22,9,30,27.333333,208.3333333,182.2916667,4.687499999,4.982638829,9-H16,ND-BSP_22,22,9
MI-DRI.2.9,7/29/2016,GL Alvar,MI-DRI,2,9,30.666667,27.333333,195.3125,182.2916667,4.492187549,4.982638829,9-D7,MI-DRI_2,2,9
MI-DRI.5.3,6/28/2016,GL Alvar,MI-DRI,5,3,31.333333,27.333333,169.2708333,156.25,3.97786454,4.270833281,3-I13,MI-DRI_5,5,3
MAN-LCI.12.3,7/27/2016,GL Alvar,MAN-LCI,12,3,NA,27.333333,NA,169.2708333,NA,4.626736054,3-J14,MAN-LCI_12,12,3
MB-MR.21.11,7/6/2016,M Alvar,MB-MR,21,11,23.666667,27.666667,429.6875,195.3125,7.626953232,5.403645898,11-H11,MB-MR_21,21,11
NAP-CE.33.9,6/27/2016,GL Alvar,NAP-CE,33,9,24.666667,27.666667,260.4166667,195.3125,4.817708399,5.403645898,9-M11,NAP-CE_33,33,9
NAP-CE.19.3,7/29/2016,GL Alvar,NAP-CE,19,3,25.333333,27.666667,325.5208333,182.2916667,6.184895751,5.043402839,3-C16,NAP-CE_19,19,3
MB-MR.19.3,7/28/2016,M Alvar,MB-MR,19,3,25.666667,27.666667,312.5,156.25,6.015625078,4.322916719,3-L11,MB-MR_19,19,3
MB-CRN.29.8,7/6/2016,M Alvar,MB-CRN,29,8,26,27.666667,260.4166667,156.25,5.078125001,4.322916719,8-D11,MB-CRN_29,29,8
MI-DRI.13.1,7/25/2016,GL Alvar,MI-DRI,13,1,26,27.666667,312.5,130.2083333,6.09375,3.602430598,1-E14,MI-DRI_13,13,1
NAP-CE.7.1,6/24/2016,GL Alvar,NAP-CE,7,1,26,27.666667,273.4375,182.2916667,5.33203125,5.043402839,1-J5,NAP-CE_7,7,1
NAP-SCH.9.9,7/29/2016,GL Alvar,NAP-SCH,9,9,26,27.666667,221.3541667,156.25,4.316406251,4.322916719,9-I10,NAP-SCH_9,9,9
MB-CRN.10.2,7/28/2016,M Alvar,MB-CRN,10,2,26.333333,27.666667,208.3333333,156.25,4.114583281,4.322916719,2-B16,MB-CRN_10,10,2
CAR-PSR.12.8,7/22/2016,GL Alvar,CAR-PSR,12,8,26.666667,27.666667,364.5833333,104.1666667,7.291666757,2.88194448,8-L7,CAR-PSR_12,12,8
MAN-LCI.3.8,7/28/2016,GL Alvar,MAN-LCI,3,8,26.666667,27.666667,299.4791667,208.3333333,5.989583409,5.763888957,8-H3,MAN-LCI_3,3,8
NAP-CE.7.2,6/24/2016,GL Alvar,NAP-CE,7,2,26.666667,27.666667,156.25,221.3541667,3.125000039,6.124132019,2-J15,NAP-CE_7,7,2
SD-MUD.23.6,7/10/2016,Prairie,SD-MUD,23,6,26.666667,27.666667,260.4166667,169.2708333,5.208333399,4.683159778,6-J4,SD-MUD_23,23,6
NAP-SCH.17.1,7/29/2016,GL Alvar,NAP-SCH,17,1,27.333333,27.666667,260.4166667,143.2291667,5.338541602,3.96267366,1-B16,NAP-SCH_17,17,1
SD-MUD.6.7,7/8/2016,Prairie,SD-MUD,6,7,27.333333,27.666667,312.5,117.1875,6.406249922,3.242187539,7-M3,SD-MUD_6,6,7
MAN-MIS.11.6,7/28/2016,GL Alvar,MAN-MIS,11,6,27.666667,27.666667,442.7083333,143.2291667,9.186198027,3.96267366,6-C7,MAN-MIS_11,11,6
MI-DRI.15.12,7/29/2016,GL Alvar,MI-DRI,15,12,27.666667,27.666667,234.375,182.2916667,4.863281309,5.043402839,12-K7,MI-DRI_15,15,12
NAP-CE.33.3,6/27/2016,GL Alvar,NAP-CE,33,3,27.666667,27.666667,208.3333333,143.2291667,4.322916718,3.96267366,3-J13,NAP-CE_33,33,3
MAN-FOX.3.4,7/27/2016,GL Alvar,MAN-FOX,3,4,28,27.666667,273.4375,221.3541667,5.7421875,6.124132019,4-J6,MAN-FOX_3,3,4
ND-BSP.25.8,7/1/2016,Prairie,ND-BSP,25,8,28,27.666667,260.4166667,143.2291667,5.468750001,3.96267366,8-J13,ND-BSP_25,25,8
NAP-SCH.9.8,7/29/2016,GL Alvar,NAP-SCH,9,8,28.333333,27.666667,221.3541667,117.1875,4.703775987,3.242187539,8-N14,NAP-SCH_9,9,8
MAN-LCI.9.7,7/28/2016,GL Alvar,MAN-LCI,9,7,28.666667,27.666667,260.4166667,156.25,5.598958399,4.322916719,7-K8,MAN-LCI_9,9,7
MI-DRI.25.3,7/29/2016,GL Alvar,MI-DRI,25,3,28.666667,27.666667,208.3333333,143.2291667,4.479166718,3.96267366,3-I4,MI-DRI_25,25,3
NAP-CE.23.4,7/29/2016,GL Alvar,NAP-CE,23,4,29,27.666667,208.3333333,195.3125,4.531249999,5.403645898,4-N13,NAP-CE_23,23,4
SD-MUD.10.4,7/30/2016,Prairie,SD-MUD,10,4,29,27.666667,247.3958333,117.1875,5.380859374,3.242187539,4-J16,SD-MUD_10,10,4
SD-MUD.23.12,7/10/2016,Prairie,SD-MUD,23,12,29,27.666667,260.4166667,117.1875,5.664062501,3.242187539,12-G11,SD-MUD_23,23,12
MAN-LCI.9.4,7/28/2016,GL Alvar,MAN-LCI,9,4,29.666667,27.666667,182.2916667,130.2083333,4.05598963,3.602430598,4-D14,MAN-LCI_9,9,4
MAN-MIS.32.1,7/28/2016,GL Alvar,MAN-MIS,32,1,29.666667,27.666667,195.3125,156.25,4.345703174,4.322916719,1-C6,MAN-MIS_32,32,1
MI-DRI.15.5,7/29/2016,GL Alvar,MI-DRI,15,5,31,27.666667,312.5,143.2291667,7.265625,3.96267366,5-K8,MI-DRI_15,15,5
ND-BSP.25.1,7/1/2016,Prairie,ND-BSP,25,1,31.333333,27.666667,117.1875,156.25,2.753906221,4.322916719,1-L6,ND-BSP_25,25,1
AB-LL.12.9,7/16/2016,Prairie,AB-LL,12,9,32,27.666667,104.1666667,65.10416667,2.500000001,1.8012153,9-M6,AB-LL_12,12,9
MAN-MIS.32.6,7/28/2016,GL Alvar,MAN-MIS,32,6,NA,27.666667,NA,195.3125,NA,5.403645898,6-L4,MAN-MIS_32,32,6
SD-MUD.23.4,7/10/2016,Prairie,SD-MUD,23,4,NA,27.666667,NA,91.14583333,NA,2.521701419,4-I3,SD-MUD_23,23,4
AB-LL.13.4,7/18/2016,Prairie,AB-LL,13,4,25,28,234.375,117.1875,4.39453125,3.28125,4-L11,AB-LL_13,13,4
MAN-MIS.30.9,7/28/2016,GL Alvar,MAN-MIS,30,9,25,28,143.2291667,156.25,2.685546876,4.375,9-B4,MAN-MIS_30,30,9
SD-MUD.23.2,7/10/2016,Prairie,SD-MUD,23,2,25,28,221.3541667,143.2291667,4.150390626,4.010416668,2-K3,SD-MUD_23,23,2
MAN-FOX.17.4,7/27/2016,GL Alvar,MAN-FOX,17,4,25.333333,28,286.4583333,169.2708333,5.442708261,4.739583332,4-C5,MAN-FOX_17,17,4
MN-PMG.9,7/10/2016,Prairie,MN-PMG,9,NA,25.333333,28,325.5208333,247.3958333,6.184895751,6.927083332,9-N13,MN-PMG_NA,NA,9
CAR-PSR.7.2,7/27/2016,GL Alvar,CAR-PSR,7,2,25.666667,28,325.5208333,221.3541667,6.266276122,6.197916668,2-J5,CAR-PSR_7,7,2
MI-DRI.24.2,7/29/2016,GL Alvar,MI-DRI,24,2,26,28,143.2291667,169.2708333,2.792968751,4.739583332,2-K6,MI-DRI_24,24,2
MI-DRI.24.8,7/29/2016,GL Alvar,MI-DRI,24,8,26,28,286.4583333,104.1666667,5.585937499,2.916666668,8-E5,MI-DRI_24,24,8
WNY-CB.10.4,7/5/2016,GL Alvar,WNY-CB,10,4,26,28,273.4375,195.3125,5.33203125,5.46875,4-K11,WNY-CB_10,10,4
MB-MR.38.8,7/6/2016,M Alvar,MB-MR,38,8,26.333333,28,234.375,117.1875,4.628906191,3.28125,8-B15,MB-MR_38,38,8
AB-LL.22.6,7/18/2016,Prairie,AB-LL,22,6,26.666667,28,169.2708333,130.2083333,3.385416708,3.645833332,6-F6,AB-LL_22,22,6
SD-MUD.15.6,7/30/2016,Prairie,SD-MUD,15,6,26.666667,28,351.5625,208.3333333,7.031250088,5.833333332,6-B6,SD-MUD_15,15,6
MAN-MIS.20.7,7/28/2016,GL Alvar,MAN-MIS,20,7,27,28,299.4791667,221.3541667,6.064453126,6.197916668,7-I10,MAN-MIS_20,20,7
NAP-SCH.23.5,7/29/2016,GL Alvar,NAP-SCH,23,5,27.666667,28,325.5208333,208.3333333,6.754557372,5.833333332,5-M14,NAP-SCH_23,23,5
AB-LL.13.5,7/18/2016,Prairie,AB-LL,13,5,28.333333,28,208.3333333,143.2291667,4.427083281,4.010416668,5-B15,AB-LL_13,13,5
CAR-PSR.7.4,7/27/2016,GL Alvar,CAR-PSR,7,4,28.666667,28,273.4375,221.3541667,5.878906318,6.197916668,4-E4,CAR-PSR_7,7,4
SD-MUD.15.3,7/30/2016,Prairie,SD-MUD,15,3,28.666667,28,286.4583333,143.2291667,6.158854238,4.010416668,3-C6,SD-MUD_15,15,3
MB-CRN.2.3,7/6/2016,M Alvar,MB-CRN,2,3,29,28,182.2916667,156.25,3.964843751,4.375,3-B2,MB-CRN_2,2,3
MI-DRI.15.3,7/29/2016,GL Alvar,MI-DRI,15,3,29,28,221.3541667,169.2708333,4.814453126,4.739583332,3-J3,MI-DRI_15,15,3
NAP-CE.29.10,7/29/2016,GL Alvar,NAP-CE,29,10,29,28,260.4166667,130.2083333,5.664062501,3.645833332,10-N15,NAP-CE_29,29,10
WA-BLK.8,7/12/2016,Prairie,WA-BLK,8,NA,29,28,143.2291667,78.125,3.115234376,2.1875,8-N11,WA-BLK_NA,NA,8
MAN-LCI.12.4,7/27/2016,GL Alvar,MAN-LCI,12,4,30,28,208.3333333,182.2916667,4.687499999,5.104166668,4-B13,MAN-LCI_12,12,4
MI-DRI.5.1,6/28/2016,GL Alvar,MI-DRI,5,1,30,28,182.2916667,78.125,4.101562501,2.1875,1-K6,MI-DRI_5,5,1
WNY-CB.28.2,7/30/2016,GL Alvar,WNY-CB,28,2,30,28,195.3125,169.2708333,4.39453125,4.739583332,2-N12,WNY-CB_28,28,2
MAN-FOX.2.3,7/27/2016,GL Alvar,MAN-FOX,2,3,30.333333,28,195.3125,91.14583333,4.443359326,2.552083333,3-K2,MAN-FOX_2,2,3
MB-CRN.27.8,7/28/2016,M Alvar,MB-CRN,27,8,NA,28,195.3125,104.1666667,NA,2.916666668,8-G4,MB-CRN_27,27,8
MI-DRI.5.2,6/24/2016,GL Alvar,MI-DRI,5,2,NA,28,NA,91.14583333,NA,2.552083333,2-F14,MI-DRI_5,5,2
ND-BSP.22.7,7/30/2016,Prairie,ND-BSP,22,7,NA,28,273.4375,143.2291667,NA,4.010416668,7-B14,ND-BSP_22,22,7
MAN-KIP.15.6,7/27/2016,GL Alvar,MAN-KIP,15,6,26.666667,28.333333,247.3958333,182.2916667,4.947916728,5.164930496,6-L8,MAN-KIP_15,15,6
MAN-LCI.3.7,7/28/2016,GL Alvar,MAN-LCI,3,7,26.666667,28.333333,260.4166667,221.3541667,5.208333399,6.271701316,7-D13,MAN-LCI_3,3,7
MAN-MIS.23.3,7/28/2016,GL Alvar,MAN-MIS,23,3,26.666667,28.333333,338.5416667,130.2083333,6.770833419,3.689236067,3-I7,MAN-MIS_23,23,3
MAN-MIS.27.5,7/28/2016,GL Alvar,MAN-MIS,27,5,27,28.333333,390.625,195.3125,7.91015625,5.533854102,5-C6,MAN-MIS_27,27,5
NAP-CE.29.8,7/30/2016,GL Alvar,NAP-CE,29,8,27.333333,28.333333,208.3333333,169.2708333,4.270833281,4.796006887,8-M4,NAP-CE_29,29,8
MB-CRN.10.1,7/28/2016,M Alvar,MB-CRN,10,1,27.666667,28.333333,221.3541667,143.2291667,4.593099014,4.058159675,1-K10,MB-CRN_10,10,1
ND-BSP.29.11,6/28/2016,Prairie,ND-BSP,29,11,28,28.333333,182.2916667,182.2916667,3.828125001,5.164930496,11-C2,ND-BSP_29,29,11
ND-BSP.33.7,7/30/2016,Prairie,ND-BSP,33,7,28,28.333333,117.1875,208.3333333,2.4609375,5.902777707,7-L4,ND-BSP_33,33,7
MI-DRI.25.7,7/29/2016,GL Alvar,MI-DRI,25,7,28.333333,28.333333,195.3125,143.2291667,4.150390576,4.058159675,7-H11,MI-DRI_25,25,7
NAP-CE.23.10,7/30/2016,GL Alvar,NAP-CE,23,10,28.333333,28.333333,286.4583333,156.25,6.087239511,4.427083281,10-A10,NAP-CE_23,23,10
MB-CRN.21.3,7/28/2016,M Alvar,MB-CRN,21,3,28.666667,28.333333,182.2916667,130.2083333,3.91927088,3.689236067,3-C11,MB-CRN_21,21,3
SD-MUD.23.5,7/10/2016,Prairie,SD-MUD,23,5,28.666667,28.333333,117.1875,130.2083333,2.519531279,3.689236067,5-C12,SD-MUD_23,23,5
ND-BSP.22.2,7/30/2016,Prairie,ND-BSP,22,2,29,28.333333,182.2916667,182.2916667,3.964843751,5.164930496,2-H7,ND-BSP_22,22,2
ND-BSP.22.4,7/30/2016,Prairie,ND-BSP,22,4,29.333333,28.333333,208.3333333,143.2291667,4.583333281,4.058159675,4-N14,ND-BSP_22,22,4
SD-MUD.6.8,7/8/2016,Prairie,SD-MUD,6,8,29.333333,28.333333,273.4375,169.2708333,6.015624932,4.796006887,8-I13,SD-MUD_6,6,8
AB-LL.12.7,7/16/2016,Prairie,AB-LL,12,7,29.666667,28.333333,91.14583333,143.2291667,2.027994814,4.058159675,7-J2,AB-LL_12,12,7
AB-LL.22.5,7/18/2016,Prairie,AB-LL,22,5,31,28.333333,130.2083333,169.2708333,3.027343749,4.796006887,5-K13,AB-LL_22,22,5
NAP-CE.23.6,7/30/2016,GL Alvar,NAP-CE,23,6,32,28.333333,234.375,221.3541667,5.625,6.271701316,6-N3,NAP-CE_23,23,6
MI-DRI.2.3,7/29/2016,GL Alvar,MI-DRI,2,3,32.333333,28.333333,208.3333333,156.25,5.05208328,4.427083281,3-F2,MI-DRI_2,2,3
MB-MR.21.9,7/6/2016,M Alvar,MB-MR,21,9,23.666667,28.666667,273.4375,143.2291667,4.853515693,4.105902826,9-K13,MB-MR_21,21,9
CAR-NBA.10.1,7/19/2016,GL Alvar,CAR-NBA,10,1,24,28.666667,442.7083333,156.25,7.968749999,4.479166719,1-D5,CAR-NBA_10,10,1
SD-MUD.1.6,7/30/2016,Prairie,SD-MUD,1,6,24.666667,28.666667,208.3333333,169.2708333,3.854166718,4.852430611,6-E3,SD-MUD_1,1,6
MAN-LCI.15.5,7/25/2016,GL Alvar,MAN-LCI,15,5,25.333333,28.666667,260.4166667,130.2083333,4.947916602,3.732638931,5-F15,MAN-LCI_15,15,5
MB-MR.19.4,7/28/2016,M Alvar,MB-MR,19,4,27,28.666667,299.4791667,195.3125,6.064453126,5.598958398,4-B14,MB-MR_19,19,4
NAP-SCH.23.1,7/29/2016,GL Alvar,NAP-SCH,23,1,27,28.666667,208.3333333,156.25,4.218749999,4.479166719,1-A14,NAP-SCH_23,23,1
ND-BSP.25.10,7/1/2016,Prairie,ND-BSP,25,10,27.333333,28.666667,260.4166667,104.1666667,5.338541602,2.986111147,10-K6,ND-BSP_25,25,10
MAN-FOX.2.5,7/27/2016,GL Alvar,MAN-FOX,2,5,27.666667,28.666667,299.4791667,169.2708333,6.214192784,4.852430611,5-G8,MAN-FOX_2,2,5
MB-CRN.27.3,7/28/2016,M Alvar,MB-CRN,27,3,28,28.666667,208.3333333,195.3125,4.374999999,5.598958398,3-N15,MB-CRN_27,27,3
NAP-CE.23.3,7/29/2016,GL Alvar,NAP-CE,23,3,28,28.666667,286.4583333,169.2708333,6.015624999,4.852430611,3-E13,NAP-CE_23,23,3
AB-LL.10.7,7/16/2016,Prairie,AB-LL,10,7,28.333333,28.666667,156.25,130.2083333,3.320312461,3.732638931,7-J15,AB-LL_10,10,7
MN-PMG.21,7/10/2016,Prairie,MN-PMG,21,NA,28.333333,28.666667,143.2291667,91.14583333,3.043619757,2.612847253,9-K7,MN-PMG_NA,NA,9
MAN-MIS.32.5,7/28/2016,GL Alvar,MAN-MIS,32,5,29,28.666667,234.375,156.25,5.09765625,4.479166719,5-G12,MAN-MIS_32,32,5
WNY-CB.18.8,7/30/2016,GL Alvar,WNY-CB,18,8,29,28.666667,208.3333333,156.25,4.531249999,4.479166719,8-E8,WNY-CB_18,18,8
MAN-MIS.11.4,7/28/2016,GL Alvar,MAN-MIS,11,4,29.666667,28.666667,195.3125,156.25,4.345703174,4.479166719,4-M5,MAN-MIS_11,11,4
NAP-CE.29.3,7/29/2016,GL Alvar,NAP-CE,29,3,29.666667,28.666667,221.3541667,117.1875,4.925130264,3.359375039,3-N4,NAP-CE_29,29,3
ND-BSP.25.5,7/1/2016,Prairie,ND-BSP,25,5,29.666667,28.666667,182.2916667,117.1875,4.05598963,3.359375039,5-B11,ND-BSP_25,25,5
ND-BSP.33.10,7/30/2016,Prairie,ND-BSP,33,10,30,28.666667,221.3541667,156.25,4.980468751,4.479166719,10-N12,ND-BSP_33,33,10
SD-MUD.1.3,7/30/2016,Prairie,SD-MUD,1,3,30,28.666667,156.25,156.25,3.515625,4.479166719,3-I11,SD-MUD_1,1,3
MAN-MIS.23.2,7/28/2016,GL Alvar,MAN-MIS,23,2,NA,28.666667,NA,130.2083333,NA,3.732638931,2-F2,MAN-MIS_23,23,2
MAN-MIS.23.6,7/28/2016,GL Alvar,MAN-MIS,23,6,NA,28.666667,NA,117.1875,NA,3.359375039,6-K10,MAN-MIS_23,23,6
NAP-CE.33.1,6/27/2016,GL Alvar,NAP-CE,33,1,NA,28.666667,NA,104.1666667,NA,2.986111147,1-M8,NAP-CE_33,33,1
SD-MUD.19.4,7/30/2016,Prairie,SD-MUD,19,4,NA,28.666667,NA,104.1666667,NA,2.986111147,4-G16,SD-MUD_19,19,4
SD-PMG.6,7/10/2016,Prairie,SD-PMG,6,NA,NA,28.666667,NA,91.14583333,NA,2.612847253,6-L6,SD-PMG_NA,NA,6
NAP-SCH.17.3,7/29/2016,GL Alvar,NAP-SCH,17,3,24.666667,29,273.4375,143.2291667,5.058593818,4.153645834,3-B15,NAP-SCH_17,17,3
ND-BSP.33.3,7/30/2016,Prairie,ND-BSP,33,3,24.666667,29,286.4583333,169.2708333,5.299479238,4.908854166,3-K13,ND-BSP_33,33,3
MB-MR.2.8,7/29/2016,M Alvar,MB-MR,2,8,25,29,364.5833333,234.375,6.835937499,6.796875,8-N15,MB-MR_2,2,8
MI-DRI.5.8,6/28/2016,GL Alvar,MI-DRI,5,8,27,29,247.3958333,117.1875,5.009765624,3.3984375,8-M6,MI-DRI_5,5,8
MAN-MIS.27.8,7/28/2016,GL Alvar,MAN-MIS,27,8,27.333333,29,325.5208333,182.2916667,6.673177001,5.286458334,8-G11,MAN-MIS_27,27,8
NAP-CE.19.1,7/29/2016,GL Alvar,NAP-CE,19,1,27.333333,29,208.3333333,117.1875,4.270833281,3.3984375,1-C10,NAP-CE_19,19,1
SD-MUD.6.5,7/8/2016,Prairie,SD-MUD,6,5,27.333333,29,143.2291667,104.1666667,2.936197882,3.020833334,5-G16,SD-MUD_6,6,5
MAN-MIS.11.1,7/28/2016,GL Alvar,MAN-MIS,11,1,27.666667,29,195.3125,130.2083333,4.052734424,3.776041666,1-F15,MAN-MIS_11,11,1
AB-LL.13.6,7/18/2016,Prairie,AB-LL,13,6,28,29,273.4375,65.10416667,5.7421875,1.888020833,6-C13,AB-LL_13,13,6
MB-MR.2.5,7/29/2016,M Alvar,MB-MR,2,5,28,29,273.4375,156.25,5.7421875,4.53125,5-J14,MB-MR_2,2,5
NAP-CE.29.5,7/30/2016,GL Alvar,NAP-CE,29,5,28,29,182.2916667,156.25,3.828125001,4.53125,5-A11,NAP-CE_29,29,5
SD-MUD.6.9,7/8/2016,Prairie,SD-MUD,6,9,28,29,260.4166667,117.1875,5.468750001,3.3984375,9-N5,SD-MUD_6,6,9
WNY-CB.16.6,7/30/2016,GL Alvar,WNY-CB,16,6,28,29,234.375,143.2291667,4.921875,4.153645834,6-E11,WNY-CB_16,16,6
MN-PMG.23,7/10/2016,Prairie,MN-PMG,23,NA,28.666667,29,195.3125,143.2291667,4.199218799,4.153645834,11-N6,MN-PMG_NA,NA,11
SD-MUD.19.5,7/30/2016,Prairie,SD-MUD,19,5,29,29,208.3333333,130.2083333,4.531249999,3.776041666,5-L8,SD-MUD_19,19,5
MAN-LCI.12.1,7/27/2016,GL Alvar,MAN-LCI,12,1,29.333333,29,182.2916667,117.1875,4.010416622,3.3984375,1-E8,MAN-LCI_12,12,1
MAN-MIS.20.1,7/28/2016,GL Alvar,MAN-MIS,20,1,29.333333,29,234.375,195.3125,5.156249941,5.6640625,1-D10,MAN-MIS_20,20,1
